age,sport_licence,niveau_etude,revenu_estime_mois,situation_familiale,risque_personnel,date_creation_compte,loyer_mensuel,montant_pret
44.0,non,bac+2,3772.0,célibataire,0.45,2020-10-21,5000.0,24595.33034828989
24.0,oui,doctorat,3044.0,veuf,0.88,2022-11-25,5000.0,16823.385700492596
58.0,non,bac+2,2392.0,veuf,0.71,2022-09-29,5000.0,18454.471486314676
68.0,oui,master,2971.0,célibataire,0.23,2024-06-18,10000.0,8228.784114857432
27.0,oui,doctorat,3561.0,veuf,0.64,2023-01-13,5000.0,18883.572206274792
55.0,oui,master,743.0,marié,0.89,2022-08-25,8238.626,12109.769097832512
23.0,non,master,958.0,marié,0.22,2022-04-30,10000.0,21746.439778030966
38.0,non,bac,3674.0,divorcé,0.59,2024-09-06,6377.9580000000005,500.0
51.0,non,bac,2954.0,veuf,0.37,2022-04-22,373.72,500.0
55.0,oui,master,2792.0,veuf,0.96,2024-11-03,5000.0,500.0
32.0,oui,bac+2,2396.0,veuf,0.52,2024-07-20,5000.0,30459.07679979836
45.0,non,aucun,2158.0,veuf,0.48,2021-10-14,5343.39,500.0
26.0,oui,bac+2,710.0,marié,0.73,2022-08-03,1019.56,17050.430121137124
70.0,non,aucun,1869.0,célibataire,0.55,2020-05-03,6101.005999999999,500.0
68.0,non,doctorat,500.0,veuf,0.52,2021-06-07,10000.0,500.0
27.0,oui,master,2073.0,célibataire,0.21,2024-06-01,10000.0,10634.64480043792
67.0,oui,doctorat,1605.0,veuf,0.8,2020-09-16,3239.732,3369.3744318165614
18.0,oui,bac+2,3761.0,marié,0.73,2020-04-09,3369.924,3976.94883266266
33.0,oui,doctorat,3502.0,célibataire,0.2,2020-09-29,10000.0,7270.635121353818
23.0,oui,bac+2,2926.0,divorcé,0.57,2021-12-22,10000.0,500.0
33.0,oui,aucun,1499.0,marié,0.64,2024-05-07,5387.806,500.0
49.0,oui,master,1679.0,célibataire,0.19,2024-03-12,118.96,500.0
34.0,oui,bac,3721.0,divorcé,0.36,2020-05-04,10000.0,500.0
21.0,non,bac,2871.0,veuf,0.01,2025-01-10,975.86,22119.23565053346
46.0,non,bac+2,1317.0,divorcé,0.31,2025-03-20,4208.658,500.0
22.0,non,bac,2932.0,veuf,0.89,2021-01-08,1706.352,500.0
73.0,non,master,1668.0,veuf,0.85,2025-01-08,3130.958,500.0
26.0,non,master,670.0,veuf,0.85,2022-04-01,10000.0,500.0
32.0,non,bac+2,633.0,veuf,0.57,2021-06-06,6125.746,1415.2248058808916
26.0,non,doctorat,500.0,veuf,0.6,2024-06-20,3447.292,9402.34014709777
36.0,non,doctorat,2954.0,célibataire,0.95,2023-11-04,10000.0,500.0
65.0,oui,master,2840.0,célibataire,0.02,2021-04-03,10000.0,3483.864473984333
74.0,oui,master,2992.0,divorcé,0.01,2020-12-19,10000.0,18810.38846926519
44.0,non,master,2770.0,veuf,0.94,2023-02-15,736.74,5709.977901100084
46.0,oui,aucun,3332.0,marié,0.05,2024-01-10,10000.0,500.0
20.0,non,master,1512.0,veuf,0.58,2024-11-17,1118.44,21694.56360776538
24.0,non,master,975.0,veuf,0.37,2020-06-16,1213.07,3826.860452254121
62.0,oui,master,1628.0,marié,0.2,2022-12-03,7244.0199999999995,31664.360701815047
23.0,oui,aucun,3024.0,célibataire,0.88,2021-02-10,658.48,17093.120745564167
22.0,non,aucun,2859.0,veuf,0.67,2023-01-05,4356.8,500.0
31.0,oui,bac,687.0,veuf,0.96,2023-01-17,10000.0,500.0
65.0,non,aucun,1542.0,veuf,0.83,2022-11-11,6101.005999999999,500.0
55.0,oui,doctorat,2692.0,célibataire,0.93,2025-05-26,7000.0,500.0
55.0,oui,bac+2,1827.0,veuf,0.38,2022-06-29,7143.005999999999,10500.064030023874
25.0,oui,aucun,1683.0,veuf,0.85,2021-05-08,5000.0,500.0
22.0,non,doctorat,1183.0,veuf,0.19,2023-05-01,5366.956,9419.425697317196
58.0,oui,bac,3369.0,veuf,0.99,2023-04-13,641.38,500.0
20.0,non,bac,4216.0,divorcé,0.18,2024-12-14,1202.26,16804.974894140836
62.0,non,bac+2,1521.0,divorcé,0.51,2022-08-15,10000.0,500.0
57.0,oui,aucun,3830.0,divorcé,0.47,2020-09-04,10000.0,915.6606223588814
34.0,non,aucun,500.0,marié,0.35,2022-09-30,10000.0,500.0
65.0,oui,bac,1633.0,veuf,0.94,2022-10-31,397.09,500.0
24.0,non,aucun,683.0,veuf,0.26,2022-01-28,3492.572,500.0
27.0,non,bac+2,500.0,veuf,0.51,2025-03-30,5000.0,3905.7218978084647
53.0,oui,bac,3246.0,marié,0.84,2023-05-27,641.91,500.0
24.0,non,bac,1745.0,marié,0.5,2023-12-05,1201.21,500.0
66.0,non,master,1495.0,marié,0.76,2021-12-13,311.44,500.0
50.0,oui,bac,2627.0,veuf,0.18,2020-06-15,5000.0,15116.272772127171
74.0,non,bac,3834.0,veuf,0.23,2023-08-13,7125.348,3962.233440941154
37.0,non,bac,2998.0,divorcé,0.9,2023-06-12,6322.796,9655.213065876886
45.0,oui,doctorat,2328.0,veuf,0.18,2022-01-30,9000.0,14703.794359182844
27.0,oui,aucun,931.0,célibataire,0.83,2020-12-04,3523.2019999999998,500.0
29.0,non,master,1428.0,célibataire,0.84,2020-03-22,4416.788,500.0
61.0,non,aucun,2655.0,divorcé,0.48,2024-06-29,5000.0,500.0
72.0,oui,master,5301.0,divorcé,0.39,2023-06-20,5374.5199999999995,9710.106903033928
21.0,non,bac,2245.0,veuf,0.08,2024-09-26,5356.8,500.0
34.0,oui,bac+2,2376.0,marié,0.12,2020-12-25,5000.0,3197.803008905609
50.0,non,bac,1754.0,célibataire,0.22,2024-07-23,5171.2,500.0
24.0,non,doctorat,2369.0,veuf,0.93,2024-02-18,5000.0,500.0
26.0,oui,bac+2,3243.0,divorcé,0.25,2022-04-27,5000.0,21284.429701492754
42.0,oui,doctorat,2411.0,marié,0.96,2025-02-27,5279.719999999999,5066.779932853132
18.0,non,doctorat,2824.0,célibataire,0.89,2024-11-02,5000.0,32490.83051440217
32.0,non,bac+2,2243.0,marié,0.98,2021-12-21,5000.0,500.0
56.0,non,bac+2,4279.0,veuf,0.38,2024-08-19,159.97,500.0
20.0,non,aucun,3633.0,marié,0.54,2020-02-23,10000.0,500.0
41.0,non,bac+2,1825.0,marié,0.01,2021-09-19,456.89,500.0
75.0,non,master,4044.0,marié,0.06,2020-06-15,5000.0,500.0
48.0,oui,bac+2,3246.0,veuf,0.4,2024-02-19,10000.0,500.0
34.0,non,aucun,2566.0,marié,0.24,2025-03-08,5000.0,500.0
25.0,oui,bac+2,3870.0,veuf,0.04,2020-07-11,10000.0,14691.764723892664
41.0,non,master,3268.0,veuf,0.52,2020-07-20,5000.0,15306.07277557496
69.0,non,aucun,762.0,marié,0.28,2024-09-23,685.98,500.0
73.0,non,bac,3221.0,veuf,0.79,2023-08-15,2352.9120000000003,500.0
30.0,non,bac,1015.0,veuf,0.54,2020-09-02,10000.0,500.0
29.0,oui,doctorat,2395.0,célibataire,0.43,2023-06-28,10000.0,3927.047408384094
19.0,non,bac+2,3594.0,célibataire,0.05,2020-01-01,5000.0,3758.561042077933
49.0,non,bac,3828.0,veuf,0.8,2021-11-12,1044.86,16350.916476579798
28.0,oui,master,3076.0,divorcé,0.18,2020-04-07,5000.0,25969.46919369765
44.0,non,master,1870.0,marié,0.07,2020-03-24,4165.505999999999,500.0
36.0,oui,bac,2898.0,veuf,0.55,2021-05-23,5000.0,522.4712627779714
38.0,oui,doctorat,1506.0,célibataire,0.29,2025-03-11,8125.745999999999,14833.934599885932
63.0,non,aucun,2837.0,divorcé,0.88,2021-10-02,10000.0,500.0
45.0,oui,doctorat,2806.0,marié,0.98,2021-05-27,179.05,11527.235784667553
60.0,oui,master,747.0,divorcé,0.65,2023-03-09,7125.745999999999,18330.12537446786
68.0,non,bac+2,2562.0,veuf,0.67,2021-07-13,5373.2,500.0
33.0,non,doctorat,4002.0,veuf,0.39,2024-11-11,10000.0,500.0
25.0,non,master,5026.0,veuf,0.75,2020-07-30,6277.76,28276.338472989417
18.0,non,master,4155.0,divorcé,0.75,2023-02-26,818.71,500.0
36.0,oui,master,1390.0,veuf,0.13,2024-10-10,10000.0,28631.10637101753
41.0,non,master,2576.0,marié,0.95,2025-02-17,5000.0,29093.62054393305
25.0,non,master,2297.0,veuf,0.06,2021-12-31,755.27,12918.638194773624
35.0,non,bac+2,3434.0,veuf,0.61,2021-06-24,6299.86,28435.711543176865
33.0,oui,master,2547.0,divorcé,0.54,2020-08-01,2765.1759999999995,25742.295868701567
60.0,non,doctorat,3869.0,veuf,0.2,2020-08-12,432.56,22835.43822794536
57.0,oui,doctorat,3776.0,veuf,0.96,2023-05-31,5000.0,629.589983550434
57.0,oui,bac+2,1122.0,veuf,0.79,2021-01-19,5000.0,500.0
55.0,oui,bac+2,1634.0,divorcé,0.16,2021-03-19,5000.0,20643.104260451564
58.0,oui,master,3264.0,divorcé,0.51,2022-11-28,10000.0,9547.392869080006
71.0,non,aucun,1882.0,veuf,0.36,2021-07-17,5326.78,500.0
33.0,non,bac+2,2949.0,divorcé,0.61,2020-01-28,5000.0,500.0
57.0,oui,aucun,2658.0,veuf,0.17,2023-01-04,6152.322,500.0
37.0,oui,bac+2,4324.0,veuf,0.58,2022-06-09,4397.82,4709.420129185195
59.0,oui,aucun,2316.0,veuf,0.13,2025-02-28,10000.0,500.0
43.0,non,bac,2767.0,célibataire,0.94,2020-09-08,10000.0,500.0
46.0,oui,bac+2,5068.0,célibataire,0.85,2020-03-19,5000.0,1416.2872935920193
34.0,non,aucun,4660.0,veuf,0.07,2023-10-27,6283.5019999999995,18661.2179730178
61.0,non,master,3001.0,marié,0.63,2021-02-20,7197.05,13730.15598444963
36.0,non,bac+2,1010.0,marié,0.53,2021-07-09,10000.0,500.0
67.0,oui,bac,3330.0,célibataire,0.24,2020-11-14,10000.0,26756.546790878776
31.0,non,doctorat,3013.0,divorcé,0.68,2024-10-29,5322.796,18514.385768524266
20.0,non,doctorat,3857.0,célibataire,0.33,2022-02-15,5000.0,14069.726904019291
49.0,non,bac+2,4038.0,veuf,0.58,2020-07-23,10000.0,12007.31276175215
29.0,non,bac+2,916.0,marié,0.99,2023-09-08,5000.0,500.0
41.0,non,doctorat,850.0,divorcé,0.42,2024-05-12,739.54,500.0
33.0,non,bac+2,4970.0,marié,0.27,2022-07-01,5000.0,6573.573147267467
32.0,non,doctorat,1932.0,célibataire,0.58,2020-05-19,6125.746,26537.067900886177
75.0,oui,master,2547.0,veuf,0.56,2024-08-23,6203.0419999999995,1530.8121983045053
21.0,non,aucun,2275.0,marié,0.66,2024-10-22,10000.0,500.0
64.0,non,bac+2,1490.0,marié,0.18,2020-08-16,3390.9559999999997,500.0
21.0,oui,master,2705.0,divorcé,0.73,2023-06-09,4356.8,500.0
52.0,non,aucun,2540.0,veuf,0.74,2021-02-01,5000.0,500.0
31.0,non,bac,893.0,marié,0.68,2020-06-27,5000.0,500.0
57.0,non,aucun,2745.0,célibataire,0.64,2021-05-01,1125.05,500.0
18.0,non,aucun,2165.0,célibataire,0.93,2022-06-26,865.89,500.0
51.0,oui,master,1233.0,célibataire,0.54,2020-02-16,7125.745999999999,21679.02684865698
20.0,non,doctorat,3554.0,célibataire,0.21,2023-12-28,8125.745999999999,25920.19479649906
53.0,non,doctorat,1206.0,célibataire,0.41,2024-03-10,10000.0,500.0
32.0,oui,aucun,728.0,veuf,0.98,2022-03-15,1234.42,500.0
69.0,oui,doctorat,4555.0,célibataire,0.43,2023-07-03,10000.0,12065.915743288482
63.0,oui,bac+2,2598.0,marié,0.42,2021-09-15,7000.0,15273.17785794068
23.0,non,bac+2,2569.0,divorcé,0.59,2022-11-27,2409.506,500.0
53.0,oui,aucun,2209.0,célibataire,0.58,2024-10-12,10000.0,13682.045223021572
21.0,oui,aucun,2713.0,divorcé,0.71,2021-06-21,5000.0,14091.442916230162
37.0,non,bac,3979.0,veuf,0.68,2022-05-09,10000.0,500.0
59.0,oui,doctorat,2046.0,veuf,0.12,2022-07-01,10000.0,25938.20991405411
49.0,non,doctorat,3120.0,veuf,0.82,2021-11-17,7270.502,3342.3874421526143
59.0,non,master,2606.0,veuf,0.23,2022-08-24,5000.0,500.0
64.0,non,aucun,3091.0,veuf,0.69,2020-04-02,10000.0,4240.810593018976
24.0,non,doctorat,1361.0,célibataire,0.61,2022-07-15,5000.0,17531.398921707816
42.0,non,bac+2,2833.0,veuf,0.08,2024-05-07,10000.0,500.0
45.0,oui,doctorat,1252.0,divorcé,0.56,2021-06-03,5165.505999999999,500.0
32.0,non,bac,2030.0,veuf,0.32,2022-10-25,10000.0,500.0
69.0,oui,bac,3898.0,célibataire,0.4,2024-08-06,10000.0,500.0
63.0,non,aucun,2639.0,divorcé,0.57,2023-01-08,6196.951999999999,6577.8748952991255
40.0,oui,bac,3414.0,célibataire,0.33,2023-06-21,3349.4559999999997,11616.851420951283
18.0,oui,doctorat,2974.0,marié,0.62,2022-10-19,8125.745999999999,9729.395604890711
27.0,non,aucun,1611.0,veuf,0.84,2022-11-09,10000.0,500.0
62.0,oui,master,3885.0,veuf,0.81,2024-11-23,1254.66,21056.887020306523
25.0,oui,bac+2,2194.0,veuf,0.96,2020-08-14,753.99,1404.9058013863016
50.0,oui,aucun,2360.0,divorcé,0.66,2021-04-24,5000.0,500.0
72.0,oui,doctorat,1907.0,célibataire,0.46,2022-05-09,5000.0,10784.092323369034
23.0,oui,master,3791.0,veuf,0.43,2020-12-29,10000.0,14739.750944595356
58.0,non,master,2442.0,veuf,0.38,2021-07-30,6099.969999999999,10224.586391858706
28.0,oui,master,2703.0,célibataire,0.32,2025-05-16,795.81,1993.6247000393284
41.0,oui,doctorat,2738.0,veuf,0.79,2020-08-28,670.84,28158.152579265017
44.0,oui,bac,3501.0,veuf,0.86,2025-02-06,10000.0,500.0
27.0,oui,aucun,3130.0,veuf,0.69,2022-12-05,5000.0,6602.134827886023
43.0,non,bac+2,2198.0,divorcé,0.83,2024-12-01,5000.0,12640.347976713218
46.0,oui,aucun,2143.0,célibataire,0.27,2024-02-29,364.44,500.0
67.0,non,doctorat,2276.0,marié,0.6,2024-12-08,5000.0,5511.363015597929
49.0,non,bac+2,500.0,veuf,0.66,2022-10-06,10000.0,500.0
57.0,oui,master,1938.0,veuf,0.5,2021-04-09,5000.0,500.0
19.0,oui,doctorat,716.0,célibataire,0.71,2022-06-15,894.97,500.0
42.0,oui,bac+2,2392.0,célibataire,0.42,2022-03-20,6132.014,5656.446546203223
62.0,non,bac,3621.0,marié,0.83,2023-05-19,438.47,500.0
36.0,oui,doctorat,2261.0,divorcé,0.35,2020-04-08,1032.85,500.0
48.0,non,master,2265.0,célibataire,0.67,2021-10-18,4334.08,500.0
39.0,non,master,2359.0,veuf,0.96,2020-08-03,814.05,8955.18112551573
19.0,oui,doctorat,2329.0,célibataire,0.65,2022-05-01,6125.746,31204.778779003547
65.0,non,bac+2,2322.0,veuf,0.92,2021-02-27,6101.005999999999,500.0
48.0,non,bac+2,1314.0,marié,0.39,2022-11-05,10000.0,500.0
70.0,oui,aucun,2807.0,veuf,0.75,2020-11-18,5000.0,16279.16872153137
74.0,non,bac+2,3046.0,marié,0.96,2023-12-19,4268.396,500.0
21.0,oui,bac+2,4231.0,veuf,0.43,2021-07-18,5000.0,7068.0536112210375
21.0,non,master,922.0,veuf,0.44,2023-04-01,999.85,500.0
60.0,non,bac,5066.0,divorcé,0.15,2025-02-18,631.36,500.0
29.0,non,bac,2818.0,divorcé,0.79,2024-04-26,934.52,1418.7452903741705
42.0,oui,master,2461.0,marié,0.3,2023-10-06,10000.0,11354.122838148854
28.0,non,master,3269.0,veuf,0.23,2022-10-02,10000.0,500.0
52.0,oui,bac+2,500.0,divorcé,0.97,2020-12-15,10000.0,3156.0732059527563
61.0,oui,aucun,3851.0,divorcé,0.01,2020-11-18,5000.0,500.0
73.0,non,bac,2643.0,veuf,0.15,2022-12-17,5101.005999999999,500.0
49.0,non,bac+2,881.0,veuf,0.82,2023-11-25,5000.0,18708.629855529587
74.0,non,doctorat,1734.0,marié,0.8,2021-04-03,5000.0,500.0
69.0,oui,bac+2,3081.0,célibataire,0.97,2021-08-01,7237.502,11381.364514288996
62.0,non,bac,4003.0,marié,0.84,2023-10-20,7200.147999999999,18242.460429087227
75.0,non,bac+2,2699.0,divorcé,0.83,2022-05-25,5000.0,500.0
24.0,non,bac,2553.0,célibataire,0.06,2022-06-25,4356.8,500.0
46.0,non,bac+2,921.0,veuf,0.35,2025-04-10,3322.888,500.0
62.0,oui,master,2535.0,veuf,0.39,2020-05-15,10000.0,500.0
34.0,non,doctorat,1643.0,veuf,0.01,2022-01-26,10000.0,500.0
20.0,oui,bac,2369.0,célibataire,0.08,2020-09-22,883.86,10674.310680936598
35.0,oui,bac+2,2602.0,divorcé,0.84,2023-08-22,10000.0,20937.99508857492
36.0,non,bac+2,2076.0,marié,0.19,2021-05-30,5332.502,2205.812321118671
44.0,oui,master,3378.0,célibataire,0.15,2024-10-11,417.64,15809.55033880786
40.0,oui,master,1579.0,veuf,0.23,2020-12-15,443.76,1290.923297231731
25.0,non,aucun,1962.0,veuf,0.73,2023-04-03,5000.0,500.0
23.0,oui,master,2886.0,veuf,0.57,2020-08-30,5000.0,7339.995463526555
36.0,oui,doctorat,500.0,veuf,0.29,2020-11-23,659.83,12240.302639684318
44.0,non,aucun,2085.0,divorcé,0.69,2021-06-08,10000.0,500.0
52.0,oui,bac,4890.0,célibataire,0.04,2021-05-24,5000.0,11492.408274659816
65.0,non,bac+2,2831.0,veuf,0.3,2023-07-05,10000.0,12221.382583667257
63.0,oui,bac,2301.0,veuf,0.89,2021-12-13,4283.398,500.0
70.0,oui,bac,1613.0,veuf,0.56,2020-09-20,944.28,500.0
69.0,oui,bac,3084.0,célibataire,0.59,2023-08-26,10000.0,500.0
61.0,non,bac+2,1943.0,veuf,0.78,2023-06-27,10000.0,500.0
64.0,oui,master,2592.0,divorcé,0.95,2025-01-16,6101.005999999999,3751.791414721402
20.0,non,bac,1255.0,marié,0.45,2022-07-03,5000.0,500.0
70.0,oui,bac+2,501.0,veuf,0.74,2020-09-20,8000.0,10783.234733781324
72.0,non,bac+2,877.0,divorcé,0.18,2024-04-19,5000.0,500.0
29.0,oui,bac,3731.0,célibataire,0.53,2024-02-28,6125.746,10323.75524528937
20.0,oui,doctorat,917.0,marié,0.99,2023-07-12,10000.0,27627.800995780435
26.0,non,master,2985.0,marié,0.02,2024-07-01,747.07,22480.16090550857
58.0,oui,aucun,2910.0,divorcé,0.74,2025-05-13,1360.45,21637.58218329485
47.0,oui,master,3022.0,divorcé,0.35,2023-05-22,5000.0,19188.20773085409
31.0,oui,bac+2,2906.0,divorcé,0.01,2023-05-08,10000.0,1546.3016421867503
38.0,oui,bac+2,865.0,célibataire,0.97,2024-08-03,7125.745999999999,4198.786362108922
54.0,oui,bac,4896.0,veuf,0.92,2021-12-17,911.47,500.0
42.0,non,bac+2,2852.0,marié,0.06,2025-04-15,3220.3239999999996,500.0
51.0,oui,master,1393.0,veuf,0.43,2023-01-19,683.02,18624.05971063
21.0,non,doctorat,4329.0,divorcé,0.81,2022-09-19,4397.82,27254.52665531869
56.0,oui,aucun,1434.0,divorcé,0.15,2024-12-31,7000.0,500.0
48.0,non,aucun,4922.0,marié,0.46,2024-05-06,6165.505999999999,500.0
62.0,non,bac,3244.0,veuf,0.12,2020-07-25,5263.526,500.0
31.0,non,aucun,500.0,veuf,0.44,2024-06-01,5000.0,500.0
29.0,non,doctorat,1614.0,marié,0.87,2020-02-11,5000.0,500.0
68.0,oui,bac,2384.0,divorcé,0.29,2025-03-06,10000.0,500.0
22.0,oui,master,2930.0,veuf,0.17,2020-07-02,703.4,500.0
75.0,non,bac+2,3495.0,marié,0.78,2024-09-17,7174.114,17681.451009193508
64.0,non,aucun,2634.0,veuf,0.91,2023-04-13,569.27,500.0
65.0,non,bac,1266.0,marié,0.82,2024-01-08,843.98,500.0
28.0,oui,master,2543.0,divorcé,0.06,2024-03-21,767.3,500.0
64.0,oui,bac+2,3259.0,célibataire,0.12,2023-08-13,1039.96,24118.951374072774
20.0,non,doctorat,1512.0,divorcé,0.36,2024-12-28,3561.3480000000004,500.0
57.0,oui,aucun,3925.0,veuf,0.08,2024-05-04,675.24,500.0
47.0,non,aucun,3075.0,veuf,0.99,2025-02-01,1153.23,500.0
70.0,non,doctorat,3828.0,marié,0.09,2022-05-10,7125.348000000001,5795.64864648451
29.0,non,doctorat,2659.0,marié,0.84,2024-01-05,719.71,8600.143583117178
44.0,non,bac+2,3398.0,célibataire,0.08,2023-05-02,355.29,1292.661268061166
41.0,oui,aucun,3809.0,veuf,0.49,2023-02-04,1099.35,15747.95495128409
48.0,non,doctorat,3948.0,veuf,0.71,2021-05-30,6102.96,28406.21776028511
38.0,oui,master,2133.0,veuf,0.13,2022-09-09,10000.0,500.0
35.0,oui,doctorat,3735.0,marié,0.57,2024-04-22,10000.0,25576.20631256081
62.0,non,aucun,1310.0,divorcé,0.87,2023-11-04,1154.78,500.0
42.0,non,bac,4212.0,veuf,0.03,2022-08-10,811.04,12123.056141168
19.0,oui,master,2048.0,célibataire,0.7,2020-11-09,4393.767999999999,19182.09426276211
75.0,non,master,2687.0,célibataire,0.82,2020-07-31,3214.404,500.0
39.0,oui,aucun,2838.0,marié,0.84,2024-05-12,10000.0,500.0
18.0,non,bac+2,1110.0,marié,0.82,2022-02-27,10000.0,6705.552374691854
41.0,oui,bac+2,2873.0,veuf,0.51,2021-11-28,4465.821999999999,8945.007988209836
56.0,oui,bac+2,2219.0,veuf,0.88,2024-04-12,4433.178,500.0
37.0,oui,master,3462.0,veuf,0.19,2025-01-24,5000.0,500.0
70.0,oui,bac+2,1099.0,veuf,0.97,2023-10-08,10000.0,500.0
50.0,non,aucun,1565.0,marié,0.19,2025-03-26,4272.302,500.0
62.0,non,master,677.0,célibataire,0.72,2024-02-11,1039.17,500.0
38.0,oui,aucun,500.0,célibataire,0.55,2022-04-25,5000.0,500.0
18.0,non,doctorat,4926.0,célibataire,0.56,2020-09-22,10000.0,6383.970826268615
56.0,non,bac+2,4106.0,marié,0.99,2022-09-14,560.69,3000.0191800721427
70.0,oui,bac+2,3215.0,célibataire,0.21,2023-01-02,694.42,11517.035935457508
18.0,oui,aucun,2686.0,veuf,0.07,2024-03-08,5000.0,500.0
66.0,non,master,2858.0,célibataire,0.7,2021-04-23,7200.562,5472.777019066567
43.0,oui,aucun,4901.0,marié,0.12,2021-08-14,5000.0,16041.813561412686
20.0,non,master,3280.0,veuf,0.6,2023-08-23,4377.094,2903.8996762620063
48.0,oui,aucun,1950.0,divorcé,0.17,2023-08-24,9000.0,14704.122505470614
29.0,non,aucun,2080.0,veuf,0.64,2024-02-15,5332.5019999999995,9964.403800675413
51.0,non,master,1816.0,veuf,0.49,2023-04-29,5000.0,12655.839094734676
24.0,oui,doctorat,1614.0,veuf,0.08,2023-05-26,4356.8,500.0
62.0,oui,doctorat,1970.0,veuf,0.0,2021-12-07,658.87,26296.146223507945
74.0,oui,master,1915.0,célibataire,0.85,2021-07-09,753.62,11558.01693563905
30.0,non,bac,3311.0,veuf,0.61,2023-12-30,4312.116,500.0
36.0,oui,aucun,4019.0,divorcé,0.44,2022-05-09,5000.0,500.0
18.0,oui,doctorat,2691.0,veuf,0.13,2023-02-08,597.39,31342.361881604214
26.0,oui,aucun,4078.0,veuf,0.11,2021-07-20,4356.8,500.0
62.0,non,doctorat,3682.0,marié,0.26,2020-05-08,769.64,500.0
66.0,oui,master,973.0,veuf,0.3,2022-11-28,7052.034,2026.8823719717795
50.0,non,aucun,1557.0,veuf,0.89,2025-05-14,5000.0,500.0
67.0,non,bac,3464.0,célibataire,0.3,2020-08-10,5000.0,692.6230297942845
62.0,oui,master,2990.0,divorcé,0.11,2023-11-20,10000.0,24617.52494540612
27.0,oui,bac+2,2522.0,divorcé,0.99,2023-11-20,916.65,500.0
70.0,oui,doctorat,4324.0,veuf,0.84,2020-02-04,5000.0,9172.39708996028
62.0,oui,bac+2,3685.0,veuf,0.53,2025-04-24,10000.0,2892.072601733075
52.0,oui,master,1771.0,marié,0.61,2020-08-05,4237.715999999999,500.0
57.0,oui,master,3388.0,marié,0.13,2020-06-09,6120.446,12967.96917070696
21.0,oui,master,731.0,célibataire,0.25,2023-04-18,10000.0,500.0
69.0,non,doctorat,500.0,célibataire,0.47,2024-01-12,5000.0,16179.816348968028
50.0,non,master,628.0,célibataire,0.11,2022-10-30,5000.0,9450.475858674305
46.0,oui,bac+2,1153.0,veuf,0.45,2022-09-19,1298.29,500.0
24.0,non,master,1114.0,marié,0.59,2024-08-29,2424.194,500.0
28.0,oui,doctorat,1534.0,veuf,0.8,2021-11-17,10000.0,25046.683160166005
31.0,non,master,1439.0,veuf,0.96,2021-07-18,574.82,500.0
65.0,non,aucun,2887.0,marié,0.93,2020-02-28,10000.0,17010.421810775348
63.0,non,bac,2197.0,célibataire,0.36,2025-02-22,6101.005999999999,500.0
28.0,oui,master,4345.0,veuf,0.59,2020-08-25,6166.272,2268.26035732142
63.0,oui,bac,1547.0,célibataire,0.52,2020-12-28,6101.005999999999,500.0
20.0,non,bac,1185.0,divorcé,0.23,2022-12-12,4466.17,6117.931714180741
72.0,oui,bac,1751.0,veuf,0.34,2021-12-20,5000.0,500.0
60.0,oui,master,3014.0,divorcé,0.26,2025-02-01,7197.05,25162.909234990315
53.0,non,doctorat,2795.0,marié,0.14,2021-09-19,8035.81,5634.624843818813
57.0,non,aucun,5436.0,veuf,0.07,2024-01-23,742.17,8373.776004378567
51.0,oui,bac,1352.0,veuf,0.73,2025-02-23,10000.0,5696.399279841622
53.0,non,bac+2,2802.0,célibataire,0.41,2024-01-10,10000.0,10970.814940838987
36.0,oui,bac,1301.0,veuf,0.66,2025-05-27,800.17,4312.018631540832
34.0,oui,bac,3315.0,célibataire,0.9,2023-01-04,5246.132,22461.220671041207
41.0,non,master,2947.0,veuf,0.63,2024-12-16,9000.0,23485.94267724674
26.0,non,aucun,2957.0,célibataire,0.28,2021-03-04,5000.0,500.0
21.0,non,bac,3756.0,célibataire,0.4,2021-05-31,5233.634,14933.044001305489
45.0,non,aucun,579.0,veuf,0.36,2023-02-04,914.13,500.0
23.0,oui,bac,2796.0,marié,0.18,2021-01-20,10000.0,8886.824953394562
43.0,non,doctorat,1518.0,veuf,0.76,2025-04-30,10000.0,500.0
36.0,oui,bac,2762.0,veuf,0.85,2024-11-29,10000.0,500.0
30.0,non,doctorat,1400.0,veuf,0.99,2021-06-25,10000.0,3438.9059301658485
60.0,oui,aucun,2916.0,célibataire,0.78,2024-12-08,8101.005999999999,500.0
49.0,oui,aucun,2629.0,célibataire,0.33,2020-01-13,10000.0,500.0
66.0,non,bac,3682.0,veuf,0.85,2020-03-08,10000.0,11397.567432577103
49.0,non,aucun,3013.0,célibataire,0.61,2024-10-03,10000.0,500.0
61.0,oui,bac,3017.0,célibataire,0.75,2024-04-15,814.59,500.0
32.0,oui,bac,1090.0,veuf,0.27,2023-01-05,5000.0,500.0
60.0,non,aucun,2798.0,divorcé,0.6,2021-04-27,5000.0,7485.3145889024545
54.0,oui,master,3546.0,marié,0.1,2024-11-09,7125.746000000001,3980.8063678244953
71.0,oui,doctorat,2164.0,veuf,0.39,2020-03-05,5000.0,16302.703333803182
50.0,non,bac+2,2931.0,veuf,0.75,2021-12-25,10000.0,12328.593358683616
31.0,oui,doctorat,793.0,marié,0.53,2024-08-21,10000.0,11312.876031222668
24.0,non,doctorat,2819.0,marié,0.86,2024-01-31,917.72,16391.48254267301
75.0,non,aucun,2804.0,veuf,0.11,2020-07-29,3288.3479999999995,500.0
