age,sport_licence,niveau_etude,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,risque_personnel,date_creation_compte,loyer_mensuel,montant_pret
21.0,non,bac,2.0,422.0,2230.0,divorcé,0.97,2022-08-10,3432.3900000000003,500.0
65.0,non,doctorat,4.0,289.7,3170.0,marié,0.04,2023-01-28,8270.501999999999,8173.589314864944
39.0,non,doctorat,3.0,143.1,994.0,célibataire,0.73,2025-01-22,508.01,500.0
59.0,oui,master,4.0,297.3,3463.0,célibataire,0.68,2020-07-07,10000.0,24259.01531690829
69.0,non,bac+2,2.0,192.3,1739.0,veuf,0.02,2021-01-21,10000.0,7746.484236047353
39.0,oui,master,1.0,447.9,774.0,célibataire,0.1,2022-09-08,1255.91,500.0
40.0,oui,bac,0.0,273.4,3235.0,veuf,0.87,2020-09-19,10000.0,10729.772596971428
60.0,oui,bac+2,0.0,352.9,2585.0,marié,0.26,2021-01-24,5000.0,24119.185150922527
46.0,oui,aucun,4.0,260.1,2449.0,célibataire,0.18,2024-12-19,5000.0,500.0
43.0,oui,master,0.0,253.6,1614.0,divorcé,0.04,2024-02-09,10000.0,500.0
58.0,non,aucun,4.0,252.1,3085.0,veuf,0.35,2020-01-29,933.12,500.0
57.0,oui,doctorat,1.0,90.5,1017.0,marié,0.5,2023-11-02,9000.0,500.0
20.0,non,aucun,3.0,261.6,1232.0,veuf,0.11,2021-01-14,601.1,500.0
64.0,non,aucun,3.0,214.3,4349.0,veuf,0.17,2021-03-19,693.99,500.0
45.0,non,doctorat,2.0,230.3,4739.0,célibataire,0.16,2023-04-12,10000.0,12177.480608399364
26.0,non,aucun,2.0,185.8,1787.0,veuf,0.98,2024-12-29,876.33,500.0
53.0,oui,bac,2.0,168.9,2561.0,marié,0.7,2025-05-20,5000.0,8984.566488761415
62.0,non,bac+2,1.0,109.5,2148.0,divorcé,0.24,2021-10-19,8000.0,500.0
24.0,oui,aucun,3.0,219.1,2501.0,divorcé,0.34,2024-06-16,5000.0,1216.2728745266609
20.0,oui,aucun,3.0,152.6,585.0,veuf,0.17,2022-12-18,4321.546,28910.63038483141
21.0,non,master,1.0,216.8,500.0,veuf,0.97,2023-09-18,5000.0,500.0
42.0,non,bac,3.0,275.0,3320.0,veuf,0.3,2023-09-29,4351.822,500.0
74.0,non,doctorat,2.0,271.8,2034.0,divorcé,0.86,2023-10-15,10000.0,20975.14315180021
55.0,oui,doctorat,1.0,120.3,2569.0,célibataire,0.95,2025-05-01,1049.58,500.0
27.0,oui,master,2.0,380.6,1629.0,marié,0.5,2021-12-28,10000.0,5337.603168326622
26.0,non,master,3.0,271.4,2248.0,veuf,0.48,2022-05-24,10000.0,7586.5710178689915
50.0,non,bac+2,2.0,316.3,1645.0,veuf,0.23,2023-04-20,596.19,500.0
27.0,oui,master,3.0,432.0,1241.0,veuf,0.09,2024-03-22,860.22,500.0
38.0,non,doctorat,2.0,295.1,5610.0,veuf,0.83,2020-04-16,7125.745999999999,14245.844787850974
22.0,non,master,5.0,205.0,2204.0,veuf,0.08,2021-10-04,5000.0,11213.296409594212
34.0,oui,aucun,1.0,237.6,2529.0,marié,0.89,2025-03-17,4336.79,500.0
65.0,non,aucun,3.0,352.5,2808.0,veuf,0.82,2023-01-12,5000.0,500.0
75.0,oui,master,2.0,405.5,1261.0,veuf,0.71,2022-11-03,6128.284,500.0
57.0,oui,master,2.0,199.7,2054.0,veuf,0.88,2024-10-11,1023.55,9470.552470366909
38.0,oui,bac,1.0,438.1,1571.0,marié,0.0,2023-05-01,10000.0,500.0
21.0,non,doctorat,3.0,182.9,2982.0,divorcé,0.42,2021-10-28,10000.0,7807.0486357154205
72.0,non,doctorat,2.0,424.9,3539.0,marié,0.08,2021-05-15,2504.862,500.0
49.0,oui,doctorat,3.0,202.7,3402.0,marié,0.39,2023-03-01,2544.1500000000005,11242.363042780886
42.0,non,master,0.0,221.2,750.0,veuf,0.65,2022-03-27,10000.0,500.0
74.0,non,doctorat,2.0,249.0,1650.0,célibataire,0.52,2023-10-02,10000.0,16569.323756765698
35.0,oui,master,0.0,334.8,2589.0,divorcé,0.1,2023-07-28,5000.0,500.0
66.0,oui,aucun,2.0,372.1,1638.0,divorcé,0.18,2021-08-02,10000.0,500.0
18.0,oui,doctorat,2.0,347.6,3985.0,célibataire,0.33,2022-12-09,7125.745999999999,26164.250955422533
65.0,oui,bac,3.0,419.4,3815.0,marié,0.55,2020-02-26,1199.59,30262.9330796578
25.0,oui,bac,2.0,355.3,3700.0,marié,0.68,2022-06-03,1141.22,500.0
18.0,oui,bac,2.0,149.9,2424.0,veuf,0.08,2020-05-24,797.25,2289.4578532147148
39.0,non,bac+2,0.0,513.7,3985.0,marié,0.59,2021-02-25,521.23,27262.487018398384
32.0,oui,bac+2,1.0,158.5,3880.0,veuf,0.02,2025-03-05,5000.0,7276.89243783024
41.0,oui,bac,2.0,177.0,3437.0,veuf,0.01,2024-02-12,1008.52,8964.023750697223
74.0,oui,doctorat,0.0,147.3,500.0,marié,0.97,2021-01-15,10000.0,12969.011476053349
62.0,oui,doctorat,2.0,276.3,2517.0,divorcé,0.76,2022-11-07,4415.806,500.0
70.0,oui,doctorat,2.0,168.8,3108.0,célibataire,0.83,2022-09-12,5000.0,7321.364961948438
22.0,oui,bac+2,1.0,232.5,1983.0,divorcé,0.81,2023-12-04,5242.904,500.0
68.0,non,master,1.0,274.2,726.0,marié,0.29,2023-09-11,5000.0,500.0
61.0,non,doctorat,0.0,372.1,1919.0,célibataire,0.52,2021-11-17,5187.012000000001,19368.261453901512
30.0,oui,master,0.0,246.8,2122.0,marié,0.65,2022-02-20,365.46,500.0
37.0,non,aucun,3.0,290.8,2019.0,divorcé,0.55,2021-07-15,7212.304000000001,500.0
69.0,non,master,1.0,505.9,1499.0,veuf,0.61,2022-09-25,10000.0,9096.092225578432
37.0,non,aucun,0.0,245.7,2146.0,veuf,0.08,2023-08-30,872.77,500.0
41.0,non,aucun,2.0,210.3,4078.0,veuf,0.34,2023-06-05,10000.0,500.0
75.0,non,aucun,2.0,321.5,5242.0,veuf,0.6,2023-08-01,5000.0,500.0
73.0,oui,aucun,1.0,311.9,901.0,marié,0.08,2020-02-10,5117.246,500.0
31.0,oui,bac+2,0.0,440.6,3501.0,marié,0.83,2022-03-19,5000.0,500.0
53.0,oui,bac,3.0,126.8,2035.0,divorcé,0.51,2025-04-04,5000.0,500.0
45.0,non,doctorat,1.0,317.1,1611.0,veuf,0.01,2025-03-20,10000.0,22844.34126284185
27.0,non,master,3.0,240.1,3420.0,marié,0.76,2020-12-03,5000.0,500.0
65.0,oui,bac+2,2.0,148.9,1659.0,veuf,0.21,2024-03-16,5000.0,500.0
20.0,oui,aucun,1.0,225.5,3910.0,célibataire,0.22,2021-09-01,470.66,514.0020257753546
68.0,non,doctorat,1.0,196.4,2715.0,veuf,0.27,2020-12-23,7188.7,31332.122233220307
26.0,oui,doctorat,5.0,309.9,1730.0,veuf,0.14,2025-05-25,10000.0,16528.174130886648
46.0,oui,master,3.0,349.3,2419.0,divorcé,0.5,2024-04-01,10000.0,18920.535773624862
68.0,non,bac+2,1.0,375.2,658.0,veuf,0.61,2021-04-26,6125.746,2025.8943150325204
46.0,oui,doctorat,4.0,258.8,2822.0,divorcé,0.69,2022-04-30,10000.0,31927.79121230104
53.0,non,doctorat,5.0,290.0,2548.0,célibataire,0.43,2020-09-11,1015.21,3872.3564894184756
62.0,non,master,1.0,310.0,1430.0,veuf,0.19,2020-10-14,564.58,500.0
67.0,oui,master,3.0,217.7,1331.0,divorcé,0.18,2020-04-12,930.32,17201.800998672425
21.0,oui,doctorat,2.0,187.9,943.0,marié,0.09,2024-01-24,9000.0,22914.80428577264
24.0,oui,bac+2,1.0,137.2,500.0,veuf,0.37,2024-02-08,10000.0,500.0
55.0,oui,aucun,2.0,206.3,1952.0,veuf,0.1,2024-04-08,10000.0,500.0
75.0,non,master,0.0,186.7,2689.0,marié,0.08,2024-04-11,5000.0,500.0
59.0,non,bac+2,0.0,169.1,3259.0,veuf,0.95,2020-08-27,10000.0,500.0
28.0,non,master,1.0,280.9,3082.0,marié,0.63,2021-07-11,10000.0,500.0
26.0,oui,bac,1.0,231.0,3404.0,veuf,0.45,2025-01-16,5000.0,12750.445906586652
65.0,oui,bac+2,3.0,363.4,2154.0,marié,0.64,2023-09-18,5278.356,500.0
72.0,oui,bac+2,3.0,334.7,3565.0,célibataire,0.41,2023-05-19,5258.73,2001.7446036759304
62.0,oui,master,0.0,288.8,1764.0,divorcé,0.18,2024-03-29,5000.0,500.0
38.0,non,master,0.0,287.2,3305.0,veuf,0.83,2024-10-02,931.58,500.0
23.0,non,aucun,2.0,26.6,1229.0,célibataire,0.55,2024-03-23,5000.0,500.0
43.0,non,bac+2,2.0,243.7,1966.0,divorcé,0.28,2020-04-24,8000.0,14798.843561461985
48.0,oui,aucun,1.0,123.5,4157.0,divorcé,0.55,2023-11-02,908.81,4749.775435192477
43.0,non,bac,2.0,180.8,1134.0,divorcé,0.17,2023-05-21,6241.21,2083.340878266474
72.0,non,bac,1.0,310.1,500.0,divorcé,0.29,2025-03-21,5000.0,500.0
39.0,oui,aucun,0.0,111.9,2659.0,marié,0.13,2021-02-20,5000.0,500.0
61.0,non,bac,3.0,199.9,2988.0,veuf,0.36,2024-11-05,824.98,500.0
58.0,oui,aucun,2.0,314.8,1493.0,veuf,0.21,2024-05-05,10000.0,500.0
49.0,non,bac,3.0,25.8,2305.0,veuf,0.23,2020-01-19,10000.0,500.0
41.0,oui,doctorat,4.0,289.8,1810.0,divorcé,0.34,2020-04-13,9000.0,28299.472247231384
27.0,non,aucun,4.0,250.2,1604.0,célibataire,0.72,2025-05-28,860.17,500.0
18.0,oui,bac+2,2.0,161.5,3482.0,célibataire,0.54,2023-01-14,5000.0,7975.734999765816
48.0,oui,master,-1.0,39.6,1640.0,marié,0.45,2022-01-31,1432.02,500.0
18.0,oui,bac,0.0,245.7,3432.0,veuf,0.3,2021-02-18,5000.0,500.0
44.0,non,aucun,3.0,232.7,2015.0,veuf,0.52,2022-10-23,10000.0,14211.16778178731
24.0,oui,bac,1.0,390.8,2807.0,veuf,0.8,2020-06-12,10000.0,500.0
72.0,non,master,1.0,229.2,2674.0,marié,0.69,2022-06-11,10000.0,1986.2692078996365
37.0,oui,doctorat,4.0,146.8,2849.0,marié,0.35,2022-04-09,10000.0,4829.487803141848
36.0,non,bac,1.0,410.9,500.0,veuf,0.28,2025-02-06,10000.0,500.0
44.0,non,aucun,2.0,205.2,840.0,veuf,0.84,2021-01-18,398.21,500.0
72.0,oui,aucun,2.0,141.3,500.0,marié,0.69,2021-10-29,5125.34,500.0
60.0,non,doctorat,3.0,171.5,2892.0,veuf,0.47,2023-08-29,502.17,500.0
47.0,oui,master,1.0,371.5,4740.0,veuf,0.52,2022-09-16,10000.0,32840.22669248812
63.0,oui,bac+2,3.0,187.5,4692.0,célibataire,0.76,2020-08-28,10000.0,16626.627801046405
66.0,non,bac,3.0,140.2,3897.0,divorcé,0.49,2021-11-19,5335.2519999999995,500.0
68.0,oui,aucun,1.0,124.8,1986.0,veuf,0.72,2021-06-19,9000.0,500.0
61.0,non,aucun,2.0,231.9,2841.0,célibataire,0.96,2020-02-15,637.99,500.0
59.0,non,bac+2,1.0,385.4,3802.0,marié,0.23,2024-01-14,5000.0,6408.710028380136
69.0,non,aucun,1.0,356.8,2361.0,célibataire,0.89,2020-01-13,639.3,500.0
67.0,non,bac+2,2.0,364.2,4228.0,célibataire,0.66,2021-05-07,10000.0,5751.126468409298
49.0,oui,master,3.0,282.7,500.0,veuf,0.41,2020-05-09,5000.0,14917.68716199109
62.0,non,master,2.0,263.0,4542.0,divorcé,0.93,2023-02-27,10000.0,500.0
21.0,non,master,2.0,212.5,2002.0,veuf,0.46,2021-07-31,5000.0,13748.689454664063
72.0,non,master,0.0,334.6,1166.0,veuf,0.54,2025-06-06,7217.322,500.0
45.0,oui,doctorat,1.0,251.5,2337.0,veuf,0.59,2024-06-20,1715.1260000000002,500.0
62.0,non,bac+2,3.0,303.5,3943.0,divorcé,0.84,2024-06-21,8000.0,25245.15463897826
33.0,oui,bac,4.0,172.6,2379.0,veuf,0.63,2023-11-09,10000.0,21822.3944430754
75.0,oui,bac+2,2.0,299.7,1369.0,veuf,0.54,2021-12-12,4319.686,500.0
54.0,oui,bac+2,2.0,355.4,2100.0,veuf,0.1,2022-07-27,5187.012,10908.651936792852
70.0,oui,bac+2,2.0,391.4,1099.0,divorcé,0.45,2020-07-28,5177.78,5472.075414838443
66.0,non,bac+2,2.0,249.0,3692.0,divorcé,0.77,2022-06-24,790.19,11591.386235620705
25.0,non,master,0.0,425.4,2959.0,marié,0.73,2021-10-25,10000.0,8152.849563941101
22.0,non,bac+2,0.0,178.5,2161.0,célibataire,0.72,2024-02-06,10000.0,500.0
32.0,oui,bac,0.0,213.7,3466.0,marié,0.16,2023-02-09,10000.0,500.0
26.0,non,aucun,0.0,229.6,4127.0,veuf,0.66,2022-12-03,5000.0,500.0
64.0,non,doctorat,1.0,272.6,2983.0,marié,0.96,2020-05-26,7111.860000000001,12182.395904790526
74.0,oui,bac+2,3.0,149.9,1351.0,célibataire,0.16,2021-05-05,5301.212,8272.863537346462
34.0,oui,bac+2,2.0,446.0,1080.0,marié,0.68,2022-09-27,10000.0,6709.378468248548
32.0,oui,doctorat,3.0,131.3,3037.0,veuf,0.5,2022-01-22,5000.0,500.0
26.0,oui,bac+2,1.0,315.5,2524.0,marié,0.0,2023-09-14,1040.38,500.0
72.0,non,aucun,3.0,256.9,2321.0,veuf,0.49,2020-03-17,5000.0,10309.311829829396
36.0,oui,master,1.0,157.2,2329.0,veuf,0.64,2024-10-16,5147.706,23769.079318282693
52.0,oui,bac,0.0,127.3,4119.0,marié,0.63,2023-08-08,5000.0,500.0
54.0,non,doctorat,-1.0,189.1,500.0,célibataire,0.91,2021-12-27,802.78,500.0
29.0,oui,doctorat,3.0,215.4,2587.0,marié,0.37,2022-08-30,9000.0,4391.4693945890585
65.0,oui,bac+2,2.0,205.4,500.0,marié,0.66,2021-11-23,10000.0,9944.96415837722
61.0,oui,aucun,5.0,242.2,3386.0,divorcé,0.59,2021-04-29,10000.0,29112.913246218908
69.0,oui,aucun,2.0,161.1,3149.0,divorcé,0.68,2020-10-17,515.04,18167.386855752724
57.0,non,doctorat,2.0,265.6,4548.0,marié,0.71,2020-09-12,5000.0,28206.15016774981
31.0,oui,master,3.0,314.6,1721.0,divorcé,0.29,2021-05-23,7125.745999999999,12798.6558591975
51.0,non,doctorat,4.0,157.8,3055.0,veuf,0.74,2022-08-23,5000.0,20519.25796707669
43.0,non,master,0.0,189.8,1164.0,célibataire,0.4,2021-09-30,10000.0,500.0
63.0,non,bac+2,0.0,147.4,2172.0,divorcé,0.46,2022-07-26,10000.0,500.0
26.0,oui,bac+2,3.0,248.1,1898.0,veuf,0.43,2021-01-14,10000.0,7224.877584330955
30.0,oui,bac+2,0.0,202.6,2958.0,divorcé,0.83,2021-03-31,10000.0,12674.916989729532
43.0,non,bac+2,2.0,166.7,3237.0,célibataire,0.58,2023-03-27,5000.0,500.0
41.0,oui,bac,1.0,174.6,4092.0,marié,1.0,2023-09-11,5000.0,16061.992960333904
28.0,oui,master,3.0,302.6,1544.0,veuf,0.0,2023-07-17,10000.0,500.0
24.0,oui,master,2.0,195.4,3087.0,marié,0.2,2024-08-02,10000.0,3439.871964043577
30.0,non,bac+2,0.0,280.6,3104.0,célibataire,0.09,2021-01-13,10000.0,500.0
64.0,oui,bac+2,1.0,215.9,1388.0,veuf,0.54,2020-10-27,7000.0,16997.567457983518
47.0,non,bac,1.0,210.4,2984.0,divorcé,0.23,2024-09-16,416.36,500.0
72.0,oui,doctorat,0.0,318.9,1032.0,divorcé,0.48,2020-05-17,10000.0,500.0
74.0,oui,aucun,3.0,312.7,2460.0,célibataire,0.68,2024-09-18,10000.0,500.0
59.0,oui,bac+2,0.0,406.2,677.0,célibataire,0.42,2021-04-05,551.88,500.0
66.0,non,master,1.0,258.4,2200.0,célibataire,0.57,2023-01-30,5000.0,21781.880611471075
29.0,oui,doctorat,2.0,76.1,2932.0,veuf,0.7,2020-02-18,10000.0,11890.748558390947
33.0,non,aucun,0.0,225.1,1430.0,célibataire,0.1,2021-12-24,843.51,3791.554882652105
30.0,non,doctorat,1.0,215.0,500.0,veuf,0.06,2022-02-21,6115.902,17003.659936139124
60.0,non,aucun,0.0,434.0,2494.0,célibataire,0.91,2020-04-26,5000.0,500.0
30.0,oui,doctorat,1.0,284.6,4531.0,veuf,0.55,2020-11-22,5000.0,13207.465087745932
54.0,non,bac,1.0,219.7,2846.0,célibataire,0.4,2020-06-29,10000.0,500.0
70.0,non,bac,2.0,465.1,3419.0,marié,0.61,2021-11-16,10000.0,500.0
26.0,non,master,0.0,149.4,878.0,veuf,0.16,2024-01-31,10000.0,500.0
56.0,non,bac,2.0,187.3,1655.0,veuf,0.89,2020-11-13,3453.9900000000002,500.0
24.0,oui,aucun,5.0,221.1,642.0,marié,0.6,2024-09-15,446.75,1761.6628950601137
55.0,non,master,2.0,431.4,4265.0,veuf,0.16,2024-07-27,10000.0,500.0
45.0,non,master,2.0,308.7,3425.0,marié,0.57,2022-09-01,5254.604,8047.164279430357
21.0,oui,doctorat,1.0,395.6,2765.0,célibataire,0.8,2025-01-02,5161.556,21244.283834615053
32.0,oui,aucun,2.0,474.6,2379.0,veuf,0.92,2020-05-01,6125.746,5928.580721911136
42.0,oui,doctorat,-1.0,106.8,2597.0,veuf,0.37,2022-11-11,5000.0,20567.66836589201
59.0,non,doctorat,2.0,311.8,1923.0,marié,0.94,2020-06-15,1172.19,11958.235401732354
60.0,non,bac,2.0,341.5,2817.0,veuf,0.18,2021-03-22,416.01,9365.447051618832
18.0,oui,doctorat,5.0,271.8,4019.0,célibataire,0.92,2025-03-14,642.96,9001.516535862114
55.0,non,doctorat,0.0,77.0,3818.0,marié,0.25,2021-01-16,10000.0,500.0
52.0,non,bac+2,1.0,321.4,625.0,veuf,0.7,2023-01-06,819.7,500.0
36.0,non,doctorat,1.0,242.7,4070.0,marié,0.74,2020-08-04,7200.147999999999,11827.872890349889
29.0,oui,bac+2,1.0,261.5,2255.0,célibataire,0.09,2025-02-11,5000.0,500.0
19.0,non,bac+2,3.0,93.2,3713.0,veuf,0.66,2024-11-06,5101.09,8587.067855655418
21.0,non,bac,2.0,189.5,4281.0,veuf,0.22,2023-09-26,10000.0,1755.2856603711705
44.0,oui,master,1.0,301.4,2774.0,veuf,0.48,2022-02-11,910.53,13299.9611504809
51.0,oui,aucun,0.0,251.2,2086.0,célibataire,0.77,2023-07-30,10000.0,500.0
19.0,non,aucun,3.0,381.3,2138.0,célibataire,0.46,2024-02-25,10000.0,500.0
47.0,oui,doctorat,2.0,174.5,1992.0,marié,0.45,2023-01-31,10000.0,9960.19329792262
38.0,non,doctorat,2.0,289.8,2970.0,célibataire,0.69,2022-12-19,2514.566,500.0
54.0,oui,doctorat,0.0,249.3,2871.0,célibataire,0.25,2023-06-23,5000.0,500.0
32.0,non,aucun,2.0,143.7,3050.0,veuf,0.6,2023-06-07,697.07,500.0
43.0,non,doctorat,3.0,325.9,1921.0,célibataire,0.15,2020-10-31,10000.0,31602.627259289293
68.0,oui,aucun,3.0,305.4,2638.0,veuf,0.92,2021-07-29,10000.0,500.0
23.0,oui,bac,1.0,103.0,1312.0,veuf,0.4,2022-05-18,5000.0,500.0
40.0,non,doctorat,3.0,396.7,3679.0,veuf,0.71,2021-07-30,10000.0,27218.17600922486
28.0,oui,doctorat,1.0,267.3,2020.0,veuf,0.95,2024-10-28,10000.0,21923.86427229766
27.0,non,master,0.0,142.1,3373.0,veuf,0.61,2024-06-10,10000.0,18174.960850129897
73.0,non,aucun,0.0,280.8,2069.0,divorcé,0.95,2020-08-11,5208.622,500.0
33.0,oui,master,2.0,155.9,3005.0,marié,0.15,2024-08-25,5364.4400000000005,17470.78636265955
59.0,non,bac+2,2.0,288.0,2947.0,marié,0.68,2021-06-14,10000.0,14807.924069966331
56.0,non,master,2.0,266.3,1819.0,marié,0.04,2023-05-14,8000.0,12052.996498794684
74.0,non,bac+2,0.0,274.2,1709.0,divorcé,0.58,2022-08-29,10000.0,500.0
51.0,non,bac+2,2.0,331.2,1742.0,veuf,0.19,2021-09-10,5000.0,1821.897333924485
62.0,non,master,1.0,192.2,2389.0,célibataire,0.97,2023-10-31,2390.124,500.0
62.0,oui,master,2.0,245.8,3606.0,marié,0.32,2025-05-10,9000.0,23352.513481773527
49.0,non,doctorat,2.0,234.2,2841.0,divorcé,0.38,2024-09-01,5000.0,6955.671085494849
63.0,oui,bac,3.0,327.4,1824.0,célibataire,0.65,2020-02-08,10000.0,500.0
36.0,non,aucun,-1.0,394.9,3807.0,marié,0.11,2023-05-31,3375.7059999999997,500.0
25.0,non,doctorat,0.0,80.8,2430.0,célibataire,0.65,2022-09-18,2464.68,21083.999363958683
64.0,oui,doctorat,4.0,50.4,943.0,célibataire,0.99,2023-05-28,10000.0,24695.82704547125
48.0,oui,bac+2,0.0,347.4,2630.0,divorcé,0.37,2020-05-04,781.54,8875.828947299966
35.0,oui,aucun,3.0,394.2,4399.0,marié,0.1,2023-04-01,10000.0,13314.421127476204
47.0,non,bac,1.0,224.5,4328.0,marié,0.78,2024-09-26,552.57,5039.174261576524
42.0,oui,master,2.0,380.4,2923.0,divorcé,0.5,2023-02-27,1040.26,32277.67410036388
29.0,oui,bac+2,0.0,359.5,2702.0,marié,0.44,2024-05-30,5000.0,4950.641480857945
57.0,non,aucun,0.0,303.1,2840.0,marié,0.28,2022-06-07,5307.402,500.0
21.0,non,doctorat,1.0,32.2,3001.0,veuf,0.07,2025-02-17,5000.0,1596.4621165883316
25.0,oui,doctorat,4.0,248.3,2476.0,divorcé,0.67,2022-03-19,900.6,1697.4026255040874
36.0,non,aucun,0.0,209.1,2540.0,veuf,0.12,2025-04-01,1335.88,500.0
38.0,non,bac+2,0.0,138.9,3408.0,célibataire,0.05,2020-12-21,1002.15,500.0
43.0,oui,bac+2,0.0,163.1,3407.0,célibataire,0.88,2020-05-24,597.45,500.0
37.0,oui,bac+2,0.0,235.7,4544.0,divorcé,0.54,2021-02-14,5000.0,14359.02403044209
21.0,non,doctorat,2.0,307.6,3267.0,veuf,0.06,2024-11-27,6279.396,1767.091635826882
45.0,oui,bac+2,3.0,396.6,500.0,marié,1.0,2023-10-30,6125.746,2088.3830048673567
59.0,non,aucun,3.0,93.1,3908.0,célibataire,0.11,2020-08-20,5000.0,11454.09418110427
42.0,non,aucun,0.0,374.5,1963.0,marié,0.3,2020-03-29,5000.0,500.0
24.0,non,master,2.0,139.5,2564.0,célibataire,0.54,2022-08-28,263.53,500.0
38.0,oui,doctorat,2.0,245.0,1856.0,marié,0.07,2023-11-04,8000.0,22809.824363354743
67.0,non,bac+2,0.0,322.9,3268.0,divorcé,0.64,2025-01-05,10000.0,500.0
73.0,oui,bac,2.0,233.9,3933.0,veuf,0.02,2024-07-29,290.78,13512.774513937871
37.0,non,bac+2,2.0,306.3,3094.0,veuf,0.32,2023-03-28,10000.0,11360.17562509647
36.0,non,doctorat,3.0,424.1,2177.0,divorcé,0.01,2021-01-06,1060.65,13990.088952868142
52.0,non,bac+2,1.0,312.4,2338.0,veuf,0.28,2023-05-12,10000.0,500.0
44.0,oui,bac+2,2.0,63.7,2178.0,veuf,0.32,2021-12-27,6428.936,8054.871132122108
46.0,oui,doctorat,2.0,413.1,500.0,célibataire,0.66,2020-08-17,6125.746,28971.81063709352
43.0,non,master,0.0,270.0,4397.0,marié,0.04,2020-08-07,5000.0,500.0
63.0,oui,bac,4.0,114.5,1203.0,divorcé,0.91,2024-09-11,5000.0,17462.610097449262
24.0,oui,doctorat,1.0,8.5,3332.0,veuf,0.44,2020-09-23,10000.0,32597.61221256865
62.0,oui,master,4.0,326.2,2088.0,veuf,0.45,2024-08-09,695.56,13882.31525865006
44.0,oui,bac+2,4.0,257.5,3198.0,marié,0.84,2020-08-23,5000.0,1532.34740908576
45.0,oui,doctorat,0.0,235.4,3318.0,veuf,0.74,2023-10-30,5000.0,500.0
68.0,oui,doctorat,1.0,77.1,2786.0,veuf,0.12,2022-07-23,5000.0,33197.00378018637
59.0,oui,bac,0.0,118.4,1815.0,veuf,0.75,2020-01-20,5000.0,500.0
42.0,non,doctorat,-1.0,270.9,1263.0,veuf,0.5,2021-07-26,5000.0,500.0
35.0,oui,bac,3.0,246.5,1891.0,divorcé,0.74,2023-12-30,6000.0,10859.424965634606
51.0,non,aucun,0.0,148.6,1348.0,marié,0.06,2021-01-19,10000.0,500.0
52.0,non,bac,3.0,163.7,1618.0,célibataire,0.87,2024-04-09,8000.0,11183.079672017351
22.0,oui,doctorat,1.0,192.3,2593.0,veuf,0.29,2023-10-13,10000.0,500.0
74.0,oui,bac+2,1.0,342.9,3401.0,veuf,0.87,2022-05-31,4380.35,24211.146943343017
26.0,oui,bac+2,-1.0,130.5,565.0,veuf,0.34,2024-05-26,395.22,500.0
35.0,non,master,0.0,91.0,2821.0,marié,0.46,2021-07-07,10000.0,3715.987075014336
45.0,oui,doctorat,0.0,177.0,4516.0,marié,0.34,2024-12-25,10000.0,15779.502132152993
65.0,non,bac,3.0,252.9,2624.0,veuf,0.07,2023-05-01,10000.0,9953.905920282286
69.0,oui,bac+2,1.0,175.6,2005.0,veuf,0.77,2020-04-23,826.69,500.0
41.0,non,bac,0.0,105.7,3303.0,veuf,0.18,2021-07-16,410.06,500.0
29.0,oui,bac,2.0,170.0,3113.0,célibataire,0.54,2023-05-11,5430.868,14334.841500928856
58.0,non,aucun,4.0,210.7,2804.0,marié,0.58,2025-02-27,557.8,1439.6121869519716
72.0,non,doctorat,3.0,288.3,2309.0,divorcé,0.81,2020-03-20,5266.704,10099.768386161071
44.0,oui,master,4.0,356.7,2531.0,célibataire,0.57,2024-07-07,823.48,17723.829147641776
31.0,oui,aucun,1.0,235.1,1640.0,marié,0.9,2020-05-10,10000.0,1528.92124244319
71.0,oui,bac,1.0,194.3,3727.0,veuf,0.53,2024-10-10,910.89,17369.7159815959
65.0,non,bac,3.0,126.1,2874.0,veuf,0.09,2023-10-29,10000.0,8373.997193764199
69.0,non,doctorat,1.0,162.8,1035.0,célibataire,0.98,2021-09-02,810.39,16222.748392454014
71.0,non,doctorat,2.0,297.8,1355.0,marié,0.25,2020-09-24,243.79,31648.891830802582
75.0,oui,doctorat,1.0,17.6,1409.0,divorcé,0.68,2021-01-15,1319.7,18494.645609459956
72.0,oui,aucun,3.0,30.7,1380.0,veuf,0.6,2023-07-17,10000.0,500.0
69.0,non,master,1.0,171.4,2081.0,veuf,0.85,2024-03-23,476.85,500.0
56.0,non,aucun,0.0,393.7,3783.0,célibataire,0.84,2023-04-29,3506.988,500.0
55.0,oui,bac+2,0.0,166.5,602.0,veuf,0.95,2021-06-07,5000.0,4960.4832601818125
18.0,non,master,1.0,233.7,2090.0,veuf,0.72,2021-11-09,10000.0,19299.944334269247
70.0,non,bac,2.0,281.4,2368.0,divorcé,0.11,2022-08-26,549.79,500.0
74.0,non,aucun,1.0,263.1,2277.0,veuf,0.49,2022-03-10,5000.0,500.0
26.0,non,bac,1.0,249.7,500.0,marié,0.11,2021-06-14,6208.701999999999,500.0
37.0,non,master,2.0,273.4,3525.0,divorcé,0.89,2023-01-24,475.44,12251.220692097417
75.0,non,bac,2.0,268.3,2870.0,divorcé,0.69,2024-07-12,805.34,500.0
35.0,non,aucun,1.0,350.1,3693.0,veuf,0.8,2023-07-02,5000.0,13078.865833986078
30.0,oui,bac,4.0,286.7,2796.0,veuf,0.64,2025-05-04,10000.0,13909.636409629671
